2023-03-02,Transaction 394,Health,-78.41
2023-03-03,Transaction 197,Health,133.59
2023-03-04,Transaction 64,Utilities,103.42
2023-03-04,Transaction 328,Transportation,176.86
2023-03-06,Transaction 50,Groceries,-254.50
2023-03-06,Transaction 140,Dining,67.96
2023-03-07,Transaction 287,Entertainment,275.70
2023-03-09,Transaction 132,Insurance,-146.28
2023-03-09,Transaction 228,Transportation,-21.24
2023-03-11,Transaction 373,Shopping,-189.04
2023-03-11,Transaction 418,Transportation,-227.19
2023-03-11,Transaction 495,Shopping,-42.27
2023-03-12,Transaction 282,Pets,-151.21
2023-03-12,Transaction 366,Transportation,-136.95
2023-03-13,Transaction 57,Pets,-167.85
2023-03-13,Transaction 190,Groceries,229.45
2023-03-13,Transaction 386,Shopping,-250.39
2023-03-14,Transaction 233,Dining,-74.83
2023-03-15,Transaction 293,Groceries,-132.42
2023-03-16,Transaction 70,Dining,-238.84
2023-03-16,Transaction 311,Entertainment,223.50
2023-03-17,Transaction 231,Insurance,54.24
2023-03-18,Transaction 90,Utilities,108.49
2023-03-18,Transaction 323,Dining,77.23
2023-03-18,Transaction 395,Insurance,-19.75
2023-03-19,Transaction 423,Utilities,297.10
2023-03-21,Transaction 446,Groceries,22.16
2023-03-21,Transaction 454,Pets,13.16
2023-03-23,Transaction 16,Health,-33.64
2023-03-23,Transaction 401,Dining,78.10
2023-03-24,Transaction 227,Pets,-93.65
2023-03-24,Transaction 483,Entertainment,-145.32
2023-03-25,Transaction 43,Entertainment,239.48
2023-03-25,Transaction 141,Insurance,223.30
2023-03-29,Transaction 277,Entertainment,194.43
2023-04-01,Transaction 47,Insurance,-10.71
2023-04-01,Transaction 448,Insurance,271.87
2023-04-02,Transaction 108,Groceries,-70.07
2023-04-03,Transaction 333,Shopping,-80.80
2023-04-03,Transaction 347,Health,-49.32
2023-04-03,Transaction 489,Utilities,-207.29
2023-04-04,Transaction 198,Utilities,65.15
2023-04-05,Transaction 155,Dining,-17.58
2023-04-06,Transaction 26,Groceries,-48.96
2023-04-06,Transaction 274,Groceries,230.39
2023-04-06,Transaction 363,Groceries,-214.99
2023-04-07,Transaction 41,Groceries,-94.19
2023-04-07,Transaction 59,Insurance,32.79
2023-04-07,Transaction 320,Pets,202.84
2023-04-08,Transaction 35,Transportation,-251.76
2023-04-08,Transaction 178,Health,-193.91
2023-04-08,Transaction 265,Health,-126.62
2023-04-09,Transaction 3,Dining,-196.17
2023-04-09,Transaction 280,Shopping,-22.15
2023-04-09,Transaction 482,Pets,248.29
2023-04-10,Transaction 94,Shopping,141.36
2023-04-10,Transaction 455,Utilities,-206.81
2023-04-11,Transaction 396,Shopping,142.64
2023-04-12,Transaction 240,Utilities,271.43
2023-04-13,Transaction 169,Entertainment,-10.86
2023-04-13,Transaction 371,Transportation,235.57
2023-04-14,Transaction 168,Health,167.66
2023-04-15,Transaction 295,Health,51.24
2023-04-16,Transaction 65,Groceries,-82.02
2023-04-16,Transaction 92,Insurance,-36.67
2023-04-16,Transaction 113,Dining,-117.42
2023-04-16,Transaction 330,Fitness,-141.25
2023-04-17,Transaction 304,Entertainment,187.07
2023-04-17,Transaction 422,Shopping,120.97
2023-04-17,Transaction 445,Entertainment,133.39
2023-04-18,Transaction 107,Groceries,-104.67
2023-04-18,Transaction 360,Entertainment,-93.22
2023-04-19,Transaction 9,Insurance,165.68
2023-04-19,Transaction 204,Dining,263.46
2023-04-19,Transaction 219,Health,23.71
2023-04-19,Transaction 404,Health,-178.36
2023-04-19,Transaction 447,Fitness,45.12
2023-04-20,Transaction 51,Entertainment,296.38
2023-04-20,Transaction 435,Utilities,278.22
2023-04-22,Transaction 196,Utilities,258.91
2023-04-22,Transaction 247,Fitness,96.55
2023-04-22,Transaction 345,Fitness,44.16
2023-04-25,Transaction 125,Shopping,229.76
2023-04-25,Transaction 384,Shopping,-106.43
2023-04-26,Transaction 118,Transportation,-103.78
2023-04-27,Transaction 180,Entertainment,146.03
2023-04-27,Transaction 440,Insurance,83.17
2023-04-28,Transaction 18,Transportation,-110.99
2023-04-28,Transaction 331,Health,-157.15
2023-04-30,Transaction 200,Transportation,134.09
2023-04-30,Transaction 443,Groceries,-56.12
2023-04-30,Transaction 499,Transportation,-77.80
2023-05-01,Transaction 344,Utilities,226.20
2023-05-02,Transaction 163,Pets,172.51
2023-05-02,Transaction 479,Pets,-256.51
2023-05-02,Transaction 493,Shopping,81.14
2023-05-03,Transaction 338,Entertainment,-83.77
2023-05-04,Transaction 429,Health,-225.70
2023-05-04,Transaction 497,Entertainment,198.07
2023-05-05,Transaction 172,Dining,-118.49
2023-05-05,Transaction 403,Utilities,161.30
2023-05-06,Transaction 173,Health,-117.10
2023-05-06,Transaction 269,Insurance,-150.80
2023-05-06,Transaction 476,Dining,-163.85
2023-05-06,Transaction 498,Utilities,-129.13
2023-05-07,Transaction 179,Transportation,-21.98
2023-05-07,Transaction 258,Utilities,-209.09
2023-05-08,Transaction 166,Entertainment,242.17
2023-05-08,Transaction 322,Pets,-85.11
2023-05-08,Transaction 434,Fitness,94.79
2023-05-10,Transaction 100,Insurance,183.62
2023-05-10,Transaction 220,Health,49.91
2023-05-10,Transaction 260,Dining,192.25
2023-05-12,Transaction 97,Insurance,-22.75
2023-05-16,Transaction 184,Entertainment,130.12
2023-05-18,Transaction 52,Groceries,-265.63
2023-05-18,Transaction 78,Shopping,208.50
2023-05-18,Transaction 336,Insurance,-249.94
2023-05-19,Transaction 122,Utilities,175.97
2023-05-19,Transaction 175,Pets,-287.41
2023-05-20,Transaction 342,Shopping,-198.40
2023-05-22,Transaction 86,Utilities,-102.73
2023-05-23,Transaction 226,Fitness,81.67
2023-05-24,Transaction 109,Dining,-141.24
2023-05-24,Transaction 161,Shopping,271.68
2023-05-24,Transaction 191,Shopping,208.19
2023-05-25,Transaction 33,Groceries,19.52
2023-05-25,Transaction 63,Dining,86.76
2023-05-27,Transaction 174,Health,-191.80
2023-05-27,Transaction 355,Shopping,16.27
2023-05-28,Transaction 22,Insurance,202.32
2023-05-28,Transaction 46,Pets,-161.61
2023-05-30,Transaction 130,Insurance,-187.71
2023-06-01,Transaction 2,Insurance,111.07
2023-06-02,Transaction 69,Transportation,-125.38
2023-06-03,Transaction 365,Pets,-213.97
2023-06-03,Transaction 465,Transportation,44.65
2023-06-05,Transaction 176,Fitness,30.83
2023-06-05,Transaction 291,Pets,-262.04
2023-06-05,Transaction 451,Dining,163.47
2023-06-06,Transaction 466,Transportation,264.81
2023-06-07,Transaction 136,Shopping,-209.34
2023-06-10,Transaction 67,Utilities,-163.80
2023-06-10,Transaction 150,Shopping,121.32
2023-06-12,Transaction 433,Pets,-232.89
2023-06-13,Transaction 316,Fitness,251.50
2023-06-13,Transaction 367,Entertainment,195.91
2023-06-14,Transaction 34,Utilities,-213.68
2023-06-14,Transaction 73,Transportation,-22.91
2023-06-14,Transaction 485,Health,66.83
2023-06-16,Transaction 492,Entertainment,9.11
2023-06-17,Transaction 1,Insurance,-141.09
2023-06-17,Transaction 75,Dining,77.96
2023-06-17,Transaction 397,Insurance,147.34
2023-06-19,Transaction 158,Entertainment,185.50
2023-06-20,Transaction 149,Dining,-189.09
2023-06-20,Transaction 289,Utilities,47.50
2023-06-20,Transaction 417,Transportation,154.98
2023-06-22,Transaction 202,Dining,168.88
2023-06-23,Transaction 374,Health,-100.23
2023-06-24,Transaction 464,Fitness,-155.98
2023-06-24,Transaction 496,Health,-272.19
2023-06-25,Transaction 162,Utilities,54.90
2023-06-25,Transaction 385,Fitness,19.72
2023-06-27,Transaction 378,Insurance,289.22
2023-06-28,Transaction 490,Transportation,-154.32
2023-06-29,Transaction 144,Pets,213.65
2023-06-29,Transaction 255,Shopping,205.89
2023-06-30,Transaction 7,Fitness,-144.75
2023-06-30,Transaction 93,Pets,-95.77
2023-06-30,Transaction 127,Pets,287.17
2023-06-30,Transaction 327,Shopping,123.53
2023-06-30,Transaction 340,Groceries,-225.63
2023-06-30,Transaction 372,Fitness,-182.74
2023-07-01,Transaction 30,Fitness,211.80
2023-07-01,Transaction 459,Insurance,-185.57
2023-07-02,Transaction 369,Fitness,84.99
2023-07-04,Transaction 252,Utilities,-126.98
2023-07-04,Transaction 426,Fitness,78.62
2023-07-05,Transaction 270,Dining,-192.63
2023-07-05,Transaction 281,Insurance,19.38
2023-07-06,Transaction 4,Insurance,-272.21
2023-07-06,Transaction 473,Transportation,195.58
2023-07-07,Transaction 217,Pets,-137.45
2023-07-07,Transaction 245,Groceries,-290.31
2023-07-09,Transaction 268,Transportation,23.06
2023-07-09,Transaction 302,Insurance,10.98
2023-07-09,Transaction 442,Health,190.19
2023-07-10,Transaction 66,Dining,31.98
2023-07-10,Transaction 292,Entertainment,-154.19
2023-07-11,Transaction 157,Entertainment,125.04
2023-07-11,Transaction 475,Dining,99.29
2023-07-12,Transaction 62,Utilities,-171.17
2023-07-12,Transaction 307,Health,-69.10
2023-07-14,Transaction 414,Pets,-132.70
2023-07-16,Transaction 285,Health,216.72
2023-07-16,Transaction 290,Dining,133.10
2023-07-16,Transaction 481,Groceries,284.33
2023-07-17,Transaction 19,Groceries,-216.08
2023-07-17,Transaction 29,Dining,-111.22
2023-07-17,Transaction 391,Entertainment,-6.32
2023-07-19,Transaction 101,Fitness,131.16
2023-07-19,Transaction 221,Utilities,140.23
2023-07-20,Transaction 126,Groceries,-107.69
2023-07-22,Transaction 105,Health,90.01
2023-07-23,Transaction 262,Groceries,-6.83
2023-07-23,Transaction 376,Groceries,72.07
2023-07-24,Transaction 313,Pets,129.97
2023-07-25,Transaction 343,Insurance,126.66
2023-07-25,Transaction 409,Dining,-286.22
2023-07-26,Transaction 124,Dining,-274.79
2023-07-26,Transaction 263,Shopping,72.99
2023-07-26,Transaction 350,Utilities,248.10
2023-07-27,Transaction 189,Groceries,239.58
2023-07-27,Transaction 399,Entertainment,112.50
2023-07-27,Transaction 469,Fitness,-280.97
2023-07-28,Transaction 104,Dining,227.32
2023-07-28,Transaction 138,Dining,129.10
2023-07-28,Transaction 153,Health,-12.82
2023-07-29,Transaction 119,Insurance,-280.49
2023-07-29,Transaction 154,Utilities,285.26
2023-07-29,Transaction 273,Dining,-243.30
2023-07-29,Transaction 275,Pets,-127.21
2023-07-29,Transaction 450,Entertainment,263.66
2023-07-30,Transaction 27,Pets,296.48
2023-07-30,Transaction 83,Entertainment,-252.35
2023-07-30,Transaction 318,Fitness,196.60
2023-08-01,Transaction 6,Transportation,70.87
2023-08-01,Transaction 381,Pets,-195.89
2023-08-03,Transaction 164,Groceries,142.88
2023-08-04,Transaction 284,Fitness,227.04
2023-08-05,Transaction 37,Transportation,164.54
2023-08-05,Transaction 234,Pets,-292.70
2023-08-06,Transaction 230,Transportation,42.28
2023-08-07,Transaction 135,Entertainment,75.04
2023-08-07,Transaction 324,Transportation,86.28
2023-08-08,Transaction 321,Utilities,-119.10
2023-08-09,Transaction 244,Utilities,52.82
2023-08-09,Transaction 249,Shopping,-183.44
2023-08-09,Transaction 430,Transportation,-261.04
2023-08-10,Transaction 319,Shopping,-241.97
2023-08-11,Transaction 85,Groceries,-76.65
2023-08-11,Transaction 254,Utilities,-210.48
2023-08-13,Transaction 239,Dining,7.82
2023-08-14,Transaction 312,Pets,97.70
2023-08-14,Transaction 425,Shopping,-119.21
2023-08-15,Transaction 325,Entertainment,-145.45
2023-08-15,Transaction 382,Entertainment,-250.41
2023-08-15,Transaction 438,Fitness,-279.98
2023-08-16,Transaction 211,Pets,-209.54
2023-08-16,Transaction 388,Pets,179.62
2023-08-17,Transaction 72,Entertainment,-54.80
2023-08-17,Transaction 229,Fitness,59.04
2023-08-18,Transaction 106,Entertainment,274.51
2023-08-18,Transaction 278,Health,-189.69
2023-08-21,Transaction 58,Dining,-58.64
2023-08-21,Transaction 193,Transportation,85.68
2023-08-21,Transaction 225,Insurance,-294.33
2023-08-21,Transaction 390,Transportation,-139.40
2023-08-22,Transaction 123,Health,52.54
2023-08-22,Transaction 251,Shopping,225.63
2023-08-22,Transaction 389,Transportation,287.79
2023-08-23,Transaction 77,Shopping,207.07
2023-08-25,Transaction 131,Insurance,-65.85
2023-08-25,Transaction 297,Insurance,-39.50
2023-08-27,Transaction 40,Shopping,111.46
2023-08-27,Transaction 99,Dining,96.67
2023-08-27,Transaction 415,Entertainment,246.18
2023-08-28,Transaction 103,Health,263.33
2023-08-28,Transaction 142,Entertainment,71.60
2023-08-28,Transaction 364,Utilities,253.97
2023-08-29,Transaction 25,Entertainment,87.12
2023-08-29,Transaction 89,Health,-202.76
2023-08-29,Transaction 143,Utilities,-82.25
2023-08-29,Transaction 383,Shopping,-135.93
2023-08-29,Transaction 453,Fitness,261.81
2023-08-30,Transaction 13,Groceries,28.33
2023-08-30,Transaction 354,Shopping,259.33
2023-08-30,Transaction 480,Groceries,-171.54
2023-08-31,Transaction 335,Insurance,-98.24
2023-08-31,Transaction 468,Transportation,-117.19
2023-09-01,Transaction 441,Entertainment,239.17
2023-09-03,Transaction 24,Pets,82.62
2023-09-04,Transaction 264,Fitness,217.60
2023-09-05,Transaction 201,Dining,33.97
2023-09-06,Transaction 183,Fitness,148.89
2023-09-07,Transaction 12,Dining,-52.46
2023-09-07,Transaction 205,Shopping,-184.73
2023-09-07,Transaction 393,Shopping,262.23
2023-09-08,Transaction 5,Entertainment,-207.65
2023-09-08,Transaction 207,Dining,-82.84
2023-09-08,Transaction 337,Shopping,46.11
2023-09-08,Transaction 380,Pets,4.40
2023-09-08,Transaction 407,Shopping,-196.93
2023-09-09,Transaction 60,Insurance,-223.54
2023-09-09,Transaction 115,Pets,299.01
2023-09-09,Transaction 237,Pets,37.39
2023-09-09,Transaction 272,Transportation,163.35
2023-09-09,Transaction 377,Fitness,138.46
2023-09-09,Transaction 410,Shopping,218.73
2023-09-10,Transaction 310,Dining,105.13
2023-09-11,Transaction 137,Shopping,-192.40
2023-09-11,Transaction 348,Insurance,44.07
2023-09-12,Transaction 486,Groceries,278.58
2023-09-13,Transaction 76,Shopping,-214.13
2023-09-13,Transaction 306,Groceries,47.01
2023-09-15,Transaction 61,Transportation,172.57
2023-09-17,Transaction 44,Shopping,21.79
2023-09-21,Transaction 171,Shopping,-31.95
2023-09-21,Transaction 353,Dining,30.89
2023-09-21,Transaction 411,Pets,138.01
2023-09-23,Transaction 84,Transportation,-33.50
2023-09-24,Transaction 424,Insurance,84.01
2023-09-24,Transaction 432,Transportation,-267.66
2023-09-25,Transaction 192,Entertainment,-35.47
2023-09-26,Transaction 156,Dining,-233.09
2023-09-26,Transaction 494,Insurance,237.26
2023-09-27,Transaction 146,Shopping,-242.53
2023-09-27,Transaction 458,Fitness,-99.66
2023-09-27,Transaction 478,Fitness,233.49
2023-09-30,Transaction 209,Dining,33.35
2023-09-30,Transaction 471,Insurance,140.46
2023-10-01,Transaction 112,Entertainment,-96.24
2023-10-01,Transaction 148,Entertainment,-53.08
2023-10-01,Transaction 177,Insurance,-138.09
2023-10-02,Transaction 444,Transportation,199.08
2023-10-04,Transaction 288,Shopping,-41.51
2023-10-04,Transaction 341,Health,204.57
2023-10-05,Transaction 74,Fitness,-220.22
2023-10-05,Transaction 96,Entertainment,21.98
2023-10-05,Transaction 359,Entertainment,36.72
2023-10-05,Transaction 361,Shopping,-102.05
2023-10-06,Transaction 102,Entertainment,277.01
2023-10-07,Transaction 406,Entertainment,174.65
2023-10-09,Transaction 279,Health,-241.45
2023-10-10,Transaction 38,Dining,-35.37
2023-10-13,Transaction 392,Insurance,-158.90
2023-10-14,Transaction 87,Health,277.27
2023-10-14,Transaction 419,Utilities,-200.59
2023-10-16,Transaction 283,Shopping,85.22
2023-10-16,Transaction 412,Pets,177.81
2023-10-17,Transaction 187,Fitness,-119.00
2023-10-17,Transaction 194,Health,-228.63
2023-10-18,Transaction 80,Utilities,-22.38
2023-10-20,Transaction 413,Groceries,210.96
2023-10-20,Transaction 484,Groceries,-229.96
2023-10-23,Transaction 216,Transportation,55.35
2023-10-23,Transaction 253,Groceries,-245.01
2023-10-24,Transaction 15,Transportation,178.43
2023-10-25,Transaction 195,Shopping,298.66
2023-10-25,Transaction 300,Shopping,136.78
2023-10-25,Transaction 332,Dining,-221.48
2023-10-25,Transaction 500,Transportation,35.48
2023-10-26,Transaction 235,Dining,25.30
2023-10-26,Transaction 460,Shopping,109.29
2023-10-27,Transaction 266,Fitness,199.53
2023-10-27,Transaction 470,Shopping,-107.86
2023-10-28,Transaction 8,Dining,-150.87
2023-10-29,Transaction 48,Insurance,97.23
2023-10-30,Transaction 286,Shopping,-260.21
2023-11-02,Transaction 431,Health,-264.00
2023-11-04,Transaction 298,Fitness,-103.25
2023-11-05,Transaction 128,Shopping,153.58
2023-11-05,Transaction 208,Fitness,208.14
2023-11-08,Transaction 56,Utilities,157.97
2023-11-08,Transaction 81,Groceries,-144.17
2023-11-09,Transaction 329,Dining,-216.55
2023-11-12,Transaction 400,Transportation,-92.35
2023-11-13,Transaction 317,Shopping,-93.11
2023-11-13,Transaction 408,Transportation,-178.25
2023-11-14,Transaction 139,Insurance,-140.65
2023-11-14,Transaction 242,Fitness,-30.53
2023-11-15,Transaction 449,Transportation,-26.66
2023-11-16,Transaction 309,Groceries,8.42
2023-11-18,Transaction 326,Health,197.76
2023-11-18,Transaction 346,Transportation,229.82
2023-11-23,Transaction 210,Groceries,211.90
2023-11-23,Transaction 370,Shopping,-76.80
2023-11-24,Transaction 375,Dining,-62.59
2023-11-26,Transaction 488,Fitness,222.97
2023-11-27,Transaction 54,Utilities,-75.64
2023-11-28,Transaction 11,Insurance,-201.34
2023-12-01,Transaction 213,Transportation,32.73
2023-12-03,Transaction 20,Transportation,-214.14
2023-12-04,Transaction 79,Pets,-250.64
2023-12-04,Transaction 145,Dining,-285.05
2023-12-04,Transaction 299,Entertainment,-81.05
2023-12-05,Transaction 23,Fitness,-50.98
2023-12-05,Transaction 32,Dining,73.76
2023-12-06,Transaction 267,Shopping,114.95
2023-12-07,Transaction 151,Groceries,-30.16
2023-12-07,Transaction 487,Pets,-284.51
2023-12-09,Transaction 152,Entertainment,80.89
2023-12-09,Transaction 170,Transportation,197.90
2023-12-10,Transaction 147,Entertainment,-290.85
2023-12-10,Transaction 271,Transportation,52.86
2023-12-11,Transaction 21,Pets,-132.65
2023-12-11,Transaction 98,Entertainment,-135.04
2023-12-12,Transaction 82,Dining,276.07
2023-12-12,Transaction 467,Utilities,125.80
2023-12-13,Transaction 276,Entertainment,26.07
2023-12-13,Transaction 402,Dining,285.07
2023-12-13,Transaction 477,Entertainment,-147.78
2023-12-14,Transaction 199,Transportation,-171.04
2023-12-14,Transaction 352,Transportation,161.73
2023-12-14,Transaction 452,Fitness,-83.07
2023-12-15,Transaction 45,Health,37.76
2023-12-15,Transaction 49,Groceries,-117.03
2023-12-17,Transaction 256,Groceries,190.15
2023-12-17,Transaction 257,Health,-249.97
2023-12-18,Transaction 428,Health,41.62
2023-12-19,Transaction 121,Pets,-261.31
2023-12-21,Transaction 294,Fitness,209.30
2023-12-22,Transaction 39,Groceries,79.96
2023-12-22,Transaction 91,Health,-288.20
2023-12-22,Transaction 116,Pets,271.13
2023-12-25,Transaction 42,Insurance,280.36
2023-12-25,Transaction 212,Entertainment,217.86
2023-12-25,Transaction 243,Fitness,160.05
2023-12-27,Transaction 206,Entertainment,-291.02
2023-12-28,Transaction 10,Transportation,-42.20
2023-12-29,Transaction 68,Entertainment,150.16
2023-12-29,Transaction 314,Dining,-219.59
2023-12-30,Transaction 181,Entertainment,129.75
2023-12-31,Transaction 334,Dining,278.29
